Victim_ID,Name,Age,Gender,District
VIC01010,Advika Deshmukh,66,Male,Bengaluru Rural
VIC01011,Rachit Jha,32,Female,Tumakuru
VIC01012,Manthan Rajan,64,Male,Udupi
VIC01013,Gautam Minhas,74,Male,Ballari
VIC01014,Janaki Hans,48,Female,Belagavi
VIC01015,Qasim Khare,35,Male,Udupi
VIC01016,Jagvi Bhandari,54,Female,Chikkamagaluru
VIC01017,Isaiah Butala,33,Female,Mangaluru
VIC01018,Omkaar Thakkar,69,Female,Mangaluru
VIC01019,Damini Nigam,47,Female,Davanagere
VIC01020,Kamya Kala,25,Male,Shivamogga
VIC01021,Unnati Contractor,64,Female,Belagavi
VIC01022,Pavani Chander,23,Female,Tumakuru
VIC01023,Bimala Sundaram,50,Male,Chikkamagaluru
VIC01024,Daksh Sidhu,41,Female,Ballari
VIC01025,Oeshi Pillai,32,Female,Hassan
VIC01026,Vedhika Buch,44,Male,Ballari
VIC01027,Bhavini Sachar,70,Male,Chikkamagaluru
VIC01028,Chandani Behl,52,Male,Hassan
VIC01029,Utkarsh Sood,44,Male,Ballari
VIC01030,Dipta Malhotra,34,Female,Belagavi
VIC01031,Panini Kapur,38,Male,Bengaluru Rural
VIC01032,Orinder Pai,44,Female,Tumakuru
VIC01033,Omisha Ramakrishnan,27,Female,Vijayapura
VIC01034,Chandresh Dalal,74,Male,Chikkamagaluru
VIC01035,Abha Comar,29,Female,Bengaluru Urban
VIC01036,Kabir Prabhakar,28,Male,Kalaburagi
VIC01037,Finn Mall,34,Female,Davanagere
VIC01038,Jackson Pal,24,Male,Udupi
VIC01039,Patrick Lad,20,Female,Bengaluru Urban
VIC01040,Gagan Kothari,62,Male,Bengaluru Rural
VIC01041,Barkha Acharya,26,Female,Chikkamagaluru
VIC01042,Banjeet Chatterjee,45,Female,Mysuru
VIC01043,Ati Sagar,43,Male,Davanagere
VIC01044,Onkar Boase,36,Male,Belagavi
VIC01045,Jeet Lala,75,Female,Ballari
VIC01046,Wazir Sood,56,Male,Davanagere
VIC01047,Advay Vaidya,20,Male,Davanagere
VIC01048,Ira Kapoor,40,Female,Chikkamagaluru
VIC01049,Atharv Prabhu,44,Female,Davanagere
VIC01050,Xalak Saini,71,Female,Hubballi-Dharwad
VIC01051,Ekaraj Kade,66,Female,Davanagere
VIC01052,Raagini Dubey,26,Male,Davanagere
VIC01053,Tamanna Oak,67,Male,Mysuru
VIC01054,Prisha Goyal,75,Male,Ballari
VIC01055,Neel Prasad,55,Female,Vijayapura
VIC01056,Neel Gandhi,59,Female,Kalaburagi
VIC01057,Lajita Cheema,38,Female,Mysuru
VIC01058,Kritika Master,50,Female,Hassan
VIC01059,Joshua Grewal,24,Male,Hubballi-Dharwad
VIC01060,Dev Lal,49,Female,Bengaluru Urban
VIC01061,Leela Sehgal,54,Female,Hubballi-Dharwad
VIC01062,Yash Sangha,38,Female,Belagavi
VIC01063,William Butala,66,Male,Mysuru
VIC01064,Abhiram Bumb,20,Male,Kalaburagi
VIC01065,Pranit Dubey,51,Female,Ballari
VIC01066,Barkha Savant,74,Female,Bengaluru Rural
VIC01067,Nidhi Narang,40,Female,Mysuru
VIC01068,Girik Raja,25,Female,Hubballi-Dharwad
VIC01069,Nicholas Kalla,49,Female,Mangaluru
VIC01070,Qushi Iyengar,74,Male,Hubballi-Dharwad
VIC01071,Xavier Tata,34,Male,Chikkamagaluru
VIC01072,Anika Misra,32,Female,Mysuru
VIC01073,Rehaan Raja,24,Male,Tumakuru
VIC01074,Warhi Mall,71,Male,Bengaluru Urban
VIC01075,Advaith Dua,56,Male,Chikkamagaluru
VIC01076,Bakhshi Grover,52,Male,Bengaluru Urban
VIC01077,Vrishti Sem,49,Male,Belagavi
VIC01078,Chaitaly Brahmbhatt,31,Female,Ballari
VIC01079,Ijaya Shukla,45,Female,Tumakuru
VIC01080,Dominic Khalsa,26,Female,Hubballi-Dharwad
VIC01081,Aishani Tandon,25,Male,Shivamogga
VIC01082,Amol Dhaliwal,74,Female,Shivamogga
VIC01083,Mugdha Dara,34,Male,Udupi
VIC01084,Siddharth Rama,26,Female,Davanagere
VIC01085,Yug Ravel,60,Male,Belagavi
VIC01086,Nathaniel Khalsa,69,Male,Davanagere
VIC01087,Liam Sood,68,Male,Davanagere
VIC01088,Idika Mukhopadhyay,22,Female,Mysuru
VIC01089,Manya Hari,50,Female,Hubballi-Dharwad
VIC01090,Kashvi Johal,47,Male,Davanagere
VIC01091,Kai Mandal,62,Female,Chikkamagaluru
VIC01092,Bhanumati Ganesh,20,Female,Bengaluru Rural
VIC01093,Harrison Saxena,63,Female,Mangaluru
VIC01094,Maanav Kaul,71,Male,Vijayapura
VIC01095,Jagdish Doshi,58,Male,Mangaluru
VIC01096,Indira Tella,26,Female,Udupi
VIC01097,Qarin Mani,32,Male,Hubballi-Dharwad
VIC01098,Zilmil Tella,48,Male,Shivamogga
VIC01099,Bhavna Lala,70,Male,Davanagere
VIC01100,Akshay Mody,49,Female,Mysuru
VIC01101,Brinda Loyal,30,Male,Tumakuru
VIC01102,Watika Nadig,72,Male,Bengaluru Urban
VIC01103,Anthony Sheth,45,Male,Shivamogga
VIC01104,Upasna Ram,53,Male,Davanagere
VIC01105,Vivaan Rastogi,29,Male,Kalaburagi
VIC01106,Ekapad Chatterjee,62,Female,Ballari
VIC01107,Michael Char,42,Male,Vijayapura
VIC01108,Girik Saran,40,Female,Tumakuru
VIC01109,Aishani Andra,60,Male,Chikkamagaluru
VIC01110,Rajeshri Nagy,37,Male,Chikkamagaluru
VIC01111,Onkar Saini,36,Female,Shivamogga
VIC01112,Irya Chandra,68,Female,Ballari
VIC01113,Isaac Chaudry,40,Female,Hubballi-Dharwad
VIC01114,Victor Shere,24,Male,Bengaluru Rural
VIC01115,Ishwar Kalita,74,Female,Kalaburagi
VIC01116,Neelima Goda,46,Female,Mangaluru
VIC01117,Alka Randhawa,60,Female,Bengaluru Rural
VIC01118,Samarth Sunder,29,Female,Belagavi
VIC01119,Tanveer Mittal,60,Male,Belagavi
VIC01120,Lohit Parmar,62,Female,Davanagere
VIC01121,Vasana Thaker,26,Female,Udupi
VIC01122,Eta Manda,69,Female,Ballari
VIC01123,Mahika Dubey,44,Male,Bengaluru Urban
VIC01124,Ekiya Varkey,36,Female,Tumakuru
VIC01125,Sathvik Bhatnagar,31,Female,Bengaluru Urban
VIC01126,Manthan Sahni,53,Female,Hubballi-Dharwad
VIC01127,Dev Bora,61,Female,Kalaburagi
VIC01128,Eshana Sridhar,43,Female,Kalaburagi
VIC01129,Faraj Soman,43,Female,Chikkamagaluru
VIC01130,Nitara Dara,21,Female,Shivamogga
VIC01131,Tanish Khanna,64,Male,Belagavi
VIC01132,Unni Handa,58,Male,Hubballi-Dharwad
VIC01133,Balvan Mitter,46,Female,Mangaluru
VIC01134,Azaan Sibal,54,Male,Tumakuru
VIC01135,Madhav Tella,31,Male,Ballari
VIC01136,Oscar Sachdeva,57,Female,Mysuru
VIC01137,Krish Soman,56,Male,Davanagere
VIC01138,Benjamin Mohanty,19,Female,Bengaluru Rural
VIC01139,Gauri Pillay,67,Female,Chikkamagaluru
VIC01140,Priya Sawhney,40,Male,Vijayapura
VIC01141,Chasmum Subramanian,21,Male,Belagavi
VIC01142,Vrinda Natt,52,Male,Mysuru
VIC01143,Faras Kade,71,Female,Udupi
VIC01144,Maanav Sarma,63,Male,Hubballi-Dharwad
VIC01145,Osha Bajaj,69,Male,Chikkamagaluru
VIC01146,Anika Choudhry,41,Female,Kalaburagi
VIC01147,Theodore Ahuja,31,Male,Bengaluru Urban
VIC01148,Ganga Hegde,20,Male,Hassan
VIC01149,Wyatt Parekh,51,Male,Tumakuru
VIC01150,Simon Basak,43,Female,Bengaluru Urban
VIC01151,Brinda Sanghvi,28,Female,Hubballi-Dharwad
VIC01152,Pahal Nigam,19,Male,Vijayapura
VIC01153,Chanchal Pillai,67,Male,Bengaluru Urban
VIC01154,Jalsa Nayak,35,Male,Udupi
VIC01155,Rudra Rau,68,Female,Vijayapura
VIC01156,Gaurang Gara,43,Male,Udupi
VIC01157,Thomas Kuruvilla,65,Female,Udupi
VIC01158,Henry Palla,23,Male,Bengaluru Rural
VIC01159,Naveen Bains,50,Female,Bengaluru Urban
VIC01160,Bishakha Agrawal,18,Male,Bengaluru Rural
VIC01161,Kalpit Varkey,65,Female,Mangaluru
VIC01162,Kavya Handa,71,Female,Hassan
VIC01163,Gavin Buch,38,Female,Tumakuru
VIC01164,Warda Nath,65,Male,Hubballi-Dharwad
VIC01165,Dev Maharaj,35,Female,Mangaluru
VIC01166,Kavya Loke,24,Female,Vijayapura
VIC01167,Eshana Barman,54,Female,Kalaburagi
VIC01168,Bahadurjit Bakshi,36,Female,Bengaluru Rural
VIC01169,Nakul Lal,32,Female,Tumakuru
VIC01170,Manthan Bajwa,35,Female,Hubballi-Dharwad
VIC01171,Gaurav Lad,62,Male,Kalaburagi
VIC01172,Madhav Bhasin,19,Female,Davanagere
VIC01173,Bhavika Dhillon,43,Female,Hassan
VIC01174,Naksh Master,52,Male,Shivamogga
VIC01175,Nihal Gera,32,Male,Kalaburagi
VIC01176,Hemang Das,67,Male,Shivamogga
VIC01177,Gautam Misra,41,Female,Ballari
VIC01178,Ganga Suri,24,Female,Belagavi
VIC01179,Kai Dhingra,27,Male,Bengaluru Rural
VIC01180,Ikbal Narain,53,Male,Mangaluru
VIC01181,Tara Hora,73,Female,Ballari
VIC01182,Saumya Sami,33,Male,Mysuru
VIC01183,Vrishti Rastogi,43,Female,Tumakuru
VIC01184,Vamakshi Basak,64,Male,Bengaluru Urban
VIC01185,Aarnav Pai,67,Female,Hubballi-Dharwad
VIC01186,Unnati Krishnamurthy,44,Female,Davanagere
VIC01187,Ranbir Misra,39,Male,Bengaluru Urban
VIC01188,Ekavir Narula,38,Female,Udupi
VIC01189,Om Tandon,18,Female,Davanagere
VIC01190,Ayushman Ganguly,31,Female,Tumakuru
VIC01191,Osha Rajagopal,49,Female,Vijayapura
VIC01192,Girik Mutti,33,Female,Shivamogga
VIC01193,Onveer Lalla,63,Female,Tumakuru
VIC01194,Vasatika Sarna,53,Male,Chikkamagaluru
VIC01195,Balvan Mittal,24,Female,Davanagere
VIC01196,Jagdish Basu,22,Female,Mysuru
VIC01197,Oni Nagar,66,Male,Mysuru
VIC01198,Maya Palla,51,Male,Mysuru
VIC01199,Warhi Manda,30,Female,Udupi
VIC01200,Devansh Zacharia,25,Male,Chikkamagaluru
VIC01201,Widisha Shan,45,Female,Mysuru
VIC01202,Quincy Chanda,58,Female,Mysuru
VIC01203,Lekha Shere,65,Female,Kalaburagi
VIC01204,Daniel Mahal,18,Female,Bengaluru Rural
VIC01205,Tripti Krishnamurthy,45,Female,Davanagere
VIC01206,Simon Prabhakar,74,Female,Tumakuru
VIC01207,Qadim Rama,38,Female,Ballari
VIC01208,Krishna Pathak,59,Male,Mysuru
VIC01209,Jeremiah Mishra,36,Male,Hassan
VIC01210,Unnati Dara,57,Female,Tumakuru
VIC01211,Lipika Bhattacharyya,56,Female,Shivamogga
VIC01212,Naveen Kaur,47,Male,Chikkamagaluru
VIC01213,Veer Halder,39,Male,Mysuru
VIC01214,Jairaj Madan,51,Female,Bengaluru Urban
VIC01215,Krishna Joshi,38,Female,Mysuru
VIC01216,Jason Babu,27,Female,Bengaluru Rural
VIC01217,Harita Rajagopalan,18,Female,Davanagere
VIC01218,Ekaraj Bose,30,Male,Davanagere
VIC01219,Veer Pai,24,Female,Belagavi
VIC01220,Netra Bains,24,Male,Ballari
VIC01221,Hemang Koshy,47,Male,Bengaluru Rural
VIC01222,Krishna Radhakrishnan,40,Male,Belagavi
VIC01223,Chakradhar Majumdar,58,Male,Chikkamagaluru
VIC01224,Naveen Handa,30,Female,Hubballi-Dharwad
VIC01225,Vamakshi Thaker,70,Female,Ballari
VIC01226,Ekbal Sibal,64,Female,Belagavi
VIC01227,Vedant Wason,57,Female,Chikkamagaluru
VIC01228,Ladli Hayer,34,Male,Bengaluru Rural
VIC01229,Sanaya Bora,55,Male,Bengaluru Rural
VIC01230,Sathvik Singh,64,Male,Hubballi-Dharwad
VIC01231,Dakshesh Johal,29,Female,Ballari
VIC01232,Nitesh Srivastava,24,Male,Hassan
VIC01233,Bishakha Chaudhari,51,Female,Belagavi
VIC01234,Leena Mohan,54,Female,Hassan
VIC01235,Praneel Mangal,65,Female,Mangaluru
VIC01236,Rudra Rao,28,Male,Hassan
VIC01237,Urvi Salvi,32,Male,Bengaluru Rural
VIC01238,Upasna D’Alia,69,Male,Mysuru
VIC01239,Patrick Brar,28,Female,Udupi
VIC01240,Zayan Rastogi,18,Female,Bengaluru Rural
VIC01241,Anita Khare,75,Male,Mysuru
VIC01242,Ridhi Kaur,50,Female,Kalaburagi
VIC01243,Sanaya Konda,60,Female,Belagavi
VIC01244,Anusha Doctor,37,Male,Mangaluru
VIC01245,Baljiwan Dalal,53,Female,Kalaburagi
VIC01246,Libni Bahl,67,Female,Davanagere
VIC01247,Daksh Prabhakar,48,Female,Hubballi-Dharwad
VIC01248,Harish Pall,71,Female,Tumakuru
VIC01249,Reyansh Pandit,23,Male,Mysuru
VIC01250,Bhanumati Shan,58,Female,Davanagere
VIC01251,Gagan Virk,27,Female,Tumakuru
VIC01252,Zansi Grewal,46,Female,Davanagere
VIC01253,Nandini Thakur,68,Female,Vijayapura
VIC01254,Bishakha Nagarajan,25,Female,Vijayapura
VIC01255,Bahadurjit Narayanan,40,Male,Bengaluru Urban
VIC01256,Mohini Bajaj,73,Female,Udupi
VIC01257,Idika Barad,47,Female,Davanagere
VIC01258,Zehaan Mital,45,Male,Ballari
VIC01259,Saanvi Chakraborty,53,Male,Kalaburagi
VIC01260,Hemangini Dara,41,Male,Chikkamagaluru
VIC01261,Jagvi Wadhwa,65,Male,Mangaluru
VIC01262,Anvi Pillay,46,Female,Tumakuru
VIC01263,Bimala Mannan,30,Male,Ballari
VIC01264,Wakeeta Narasimhan,37,Female,Bengaluru Rural
VIC01265,Maanav Gola,41,Female,Tumakuru
VIC01266,Zayyan Borra,18,Female,Bengaluru Urban
VIC01267,Idika Devan,59,Female,Vijayapura
VIC01268,Pranit Ranganathan,48,Female,Bengaluru Urban
VIC01269,Matthew Sane,62,Female,Hubballi-Dharwad
VIC01270,Amaira Grover,58,Male,Ballari
VIC01271,Nachiket Bahl,70,Male,Udupi
VIC01272,Jason Mital,63,Female,Ballari
VIC01273,Bhavya Sarin,58,Female,Shivamogga
VIC01274,Vihaan Dube,29,Female,Davanagere
VIC01275,Tanmayi Jaggi,73,Male,Bengaluru Urban
VIC01276,Kiaan Batra,41,Male,Ballari
VIC01277,Yamini Rege,75,Male,Davanagere
VIC01278,Aarini Khatri,65,Male,Udupi
VIC01279,Vanya Shere,72,Male,Bengaluru Rural
VIC01280,Harish Bala,44,Male,Bengaluru Urban
VIC01281,Anmol Chhabra,46,Male,Belagavi
VIC01282,Yug Trivedi,24,Female,Udupi
VIC01283,Shivani Gala,30,Male,Belagavi
VIC01284,Isaiah Boase,71,Female,Chikkamagaluru
VIC01285,Shaurya Zacharia,63,Male,Chikkamagaluru
VIC01286,Udyati Mani,55,Female,Tumakuru
VIC01287,Kamya Sangha,18,Female,Kalaburagi
VIC01288,Charvi Desai,71,Male,Bengaluru Rural
VIC01289,Jagvi Reddy,30,Male,Davanagere
VIC01290,Parth Halder,35,Male,Mysuru
VIC01291,Theodore Parikh,46,Male,Hubballi-Dharwad
VIC01292,Zarna Gara,56,Male,Davanagere
VIC01293,Bhavna Bobal,50,Female,Mysuru
VIC01294,Chakradhar Bassi,58,Male,Hubballi-Dharwad
VIC01295,Lajita Iyengar,35,Female,Bengaluru Rural
VIC01296,Wyatt Palla,39,Female,Ballari
VIC01297,Isaiah Parekh,71,Male,Ballari
VIC01298,Peter Rama,47,Male,Bengaluru Rural
VIC01299,Megha Natt,23,Male,Davanagere
VIC01300,Rachita Ganesan,23,Male,Belagavi
VIC01301,Atharv Karan,55,Male,Hassan
VIC01302,Aradhana Gour,28,Male,Mangaluru
VIC01303,Oeshi Oak,58,Female,Shivamogga
VIC01304,Vincent Tiwari,23,Male,Hubballi-Dharwad
VIC01305,Reyansh Sandhu,71,Male,Davanagere
VIC01306,Saksham Acharya,66,Male,Hubballi-Dharwad
VIC01307,Logan Iyer,21,Female,Davanagere
VIC01308,Umang Devi,36,Male,Hubballi-Dharwad
VIC01309,Yashasvi Ramesh,26,Female,Kalaburagi
VIC01310,Zayyan Sankaran,32,Male,Hubballi-Dharwad
VIC01311,Aayush Palan,74,Male,Mysuru
VIC01312,Jatin Thakur,36,Female,Davanagere
VIC01313,Henry Gokhale,46,Female,Bengaluru Rural
VIC01314,Teerth Tata,49,Female,Ballari
VIC01315,Pallavi Dass,41,Female,Hassan
VIC01316,Kashvi Kala,59,Female,Udupi
VIC01317,Faris Dhillon,58,Male,Bengaluru Urban
VIC01318,Hardik Sehgal,71,Female,Mysuru
VIC01319,Janani Shukla,52,Male,Davanagere
VIC01320,Amaira Swaminathan,45,Female,Vijayapura
VIC01321,Fiyaz Malhotra,69,Female,Mangaluru
VIC01322,Chaitanya Dash,39,Female,Bengaluru Rural
VIC01323,George Hora,50,Male,Hubballi-Dharwad
VIC01324,Kashvi Dixit,31,Female,Hubballi-Dharwad
VIC01325,Chasmum Cheema,20,Male,Tumakuru
VIC01326,Daksh Gour,60,Male,Shivamogga
VIC01327,Kabir Chatterjee,26,Female,Ballari
VIC01328,Sneha Goyal,38,Female,Ballari
VIC01329,Nathan Bhat,42,Male,Belagavi
VIC01330,Vasana Dasgupta,62,Male,Vijayapura
VIC01331,Avni Shan,40,Male,Mysuru
VIC01332,Indrajit Ramesh,44,Female,Belagavi
VIC01333,Lavanya D’Alia,39,Male,Mysuru
VIC01334,Saanvi Ramaswamy,40,Female,Mysuru
VIC01335,Hemang Dutta,47,Male,Hassan
VIC01336,Bhanumati Srivastava,19,Female,Hassan
VIC01337,Udarsh Shroff,57,Female,Ballari
VIC01338,Shravya Joshi,54,Female,Davanagere
VIC01339,David Narula,43,Female,Udupi
VIC01340,Darpan Kalla,33,Female,Davanagere
VIC01341,Vaishnavi Raja,41,Female,Shivamogga
VIC01342,Samar Dixit,61,Female,Hubballi-Dharwad
VIC01343,Samarth Bhasin,20,Male,Hassan
VIC01344,Daksha Sankar,75,Male,Kalaburagi
VIC01345,Urvi Bhakta,45,Female,Ballari
VIC01346,Janani Bir,43,Male,Mysuru
VIC01347,Nandini Raman,50,Male,Chikkamagaluru
VIC01348,Ganga Shan,37,Male,Ballari
VIC01349,Raghav Borde,66,Male,Mysuru
VIC01350,Manthan Arora,60,Female,Hassan
VIC01351,Sathvik Vig,21,Male,Hubballi-Dharwad
VIC01352,Gaurang Amble,68,Male,Hassan
VIC01353,Yuvraj Thakkar,40,Female,Kalaburagi
VIC01354,Aarna Naidu,28,Female,Bengaluru Urban
VIC01355,Shivansh Trivedi,60,Male,Mangaluru
VIC01356,Vidhi Prashad,74,Male,Hubballi-Dharwad
VIC01357,Kavya Balay,37,Male,Mysuru
VIC01358,Triveni Choudhury,33,Male,Kalaburagi
VIC01359,Janya Nanda,23,Male,Mysuru
VIC01360,Udarsh Menon,61,Female,Bengaluru Urban
VIC01361,Sudiksha Tailor,48,Male,Belagavi
VIC01362,Brinda Nigam,24,Female,Tumakuru
VIC01363,Dalbir Jani,61,Female,Davanagere
VIC01364,Falan Uppal,31,Female,Vijayapura
VIC01365,Yashawini Krish,42,Female,Davanagere
VIC01366,Kavya Venkatesh,33,Male,Kalaburagi
VIC01367,Qabil Buch,26,Female,Hassan
VIC01368,Chaitaly Devan,26,Female,Hassan
VIC01369,Osha Bava,38,Female,Udupi
VIC01370,Aadhya Ramanathan,61,Female,Ballari
VIC01371,Harsh Garde,43,Male,Belagavi
VIC01372,Meghana Mangal,49,Male,Mangaluru
VIC01373,Chakradhar Kuruvilla,74,Male,Hassan
VIC01374,Abha Saini,33,Female,Belagavi
VIC01375,Gagan Arya,39,Male,Ballari
VIC01376,Samuel Dutta,56,Female,Chikkamagaluru
VIC01377,Vinaya Saha,22,Male,Mysuru
VIC01378,Ojasvi Aggarwal,49,Male,Bengaluru Urban
VIC01379,Pahal Jain,31,Female,Kalaburagi
VIC01380,Indali De,23,Female,Kalaburagi
VIC01381,Sai Bose,59,Male,Kalaburagi
VIC01382,Tara Sampath,27,Female,Hubballi-Dharwad
VIC01383,Inaya Keer,42,Female,Bengaluru Urban
VIC01384,Dhruv Malhotra,34,Female,Mysuru
VIC01385,Vedant Manne,28,Female,Vijayapura
VIC01386,Lakshit Pai,51,Male,Shivamogga
VIC01387,Vritti Contractor,69,Male,Belagavi
VIC01388,Harini Yadav,61,Male,Vijayapura
VIC01389,Ubika Bose,73,Female,Hassan
VIC01390,Bimala Yohannan,69,Male,Mysuru
VIC01391,Bhavna Bahl,38,Male,Ballari
VIC01392,Christopher Palla,50,Female,Vijayapura
VIC01393,Falan Som,47,Male,Shivamogga
VIC01394,Hemangini Sachdeva,59,Female,Kalaburagi
VIC01395,Siddharth Gera,67,Male,Hubballi-Dharwad
VIC01396,Leena Bassi,45,Female,Davanagere
VIC01397,Ansh Wali,58,Male,Ballari
VIC01398,Om Balakrishnan,69,Female,Tumakuru
VIC01399,Xiti Ramaswamy,41,Female,Davanagere
VIC01400,Lopa Kumer,39,Female,Bengaluru Rural
VIC01401,Watika Kari,68,Male,Kalaburagi
VIC01402,Max Kamdar,52,Female,Udupi
VIC01403,Bimala Yadav,61,Male,Mysuru
VIC01404,Yutika Yogi,18,Female,Chikkamagaluru
VIC01405,Madhav Naik,63,Female,Mangaluru
VIC01406,Anika Bhattacharyya,50,Female,Kalaburagi
VIC01407,Udarsh Dora,21,Female,Hubballi-Dharwad
VIC01408,Anay Vora,20,Male,Udupi
VIC01409,Abhiram Palan,49,Female,Belagavi
VIC01410,Avni Sengupta,21,Female,Hubballi-Dharwad
VIC01411,Jhalak Nazareth,45,Female,Vijayapura
VIC01412,Manya Gandhi,36,Male,Tumakuru
VIC01413,Faqid Walla,35,Male,Hubballi-Dharwad
VIC01414,Yuvraj Choudhary,40,Female,Bengaluru Urban
VIC01415,Krishna Chaudhry,46,Female,Hubballi-Dharwad
VIC01416,Darika Majumdar,58,Male,Ballari
VIC01417,Bachittar Bal,25,Female,Davanagere
VIC01418,Omaja Iyengar,20,Female,Mangaluru
VIC01419,Warinder Raval,29,Male,Tumakuru
VIC01420,Manya Vig,24,Male,Davanagere
VIC01421,Idika Krishna,27,Female,Kalaburagi
VIC01422,Mohammed Chadha,75,Female,Belagavi
VIC01423,Sai Choudhry,47,Male,Chikkamagaluru
VIC01424,Oscar Majumdar,70,Female,Bengaluru Urban
VIC01425,Aachal Dhaliwal,22,Female,Belagavi
VIC01426,Lipika Yohannan,20,Male,Ballari
VIC01427,Radha Brar,64,Male,Kalaburagi
VIC01428,Wahab Tak,50,Male,Belagavi
VIC01429,Farhan Devi,58,Female,Kalaburagi
VIC01430,Raghav Patla,43,Male,Mysuru
VIC01431,Gaurangi Chauhan,65,Female,Davanagere
VIC01432,Sara Prakash,59,Male,Udupi
VIC01433,Naksh Magar,45,Male,Hassan
VIC01434,Balhaar Barad,30,Female,Hubballi-Dharwad
VIC01435,Jason Bhakta,57,Male,Davanagere
VIC01436,Unnati Dara,69,Male,Belagavi
VIC01437,Lucky Ben,54,Female,Mangaluru
VIC01438,Ucchal Savant,66,Female,Hubballi-Dharwad
VIC01439,Brijesh Kapur,65,Male,Hubballi-Dharwad
VIC01440,Dhruv Saha,50,Male,Ballari
VIC01441,Raagini Ramesh,43,Male,Vijayapura
VIC01442,Jasmit Nagy,36,Female,Bengaluru Urban
VIC01443,Frado Sunder,44,Male,Bengaluru Urban
VIC01444,Charita Sarraf,68,Female,Vijayapura
VIC01445,Ayaan Kala,26,Female,Hubballi-Dharwad
VIC01446,Saanvi Datta,47,Female,Bengaluru Rural
VIC01447,Anjali Badal,32,Male,Bengaluru Urban
VIC01448,Nicholas Uppal,63,Female,Mangaluru
VIC01449,Daksha Naidu,22,Female,Davanagere
VIC01450,Hemal Dhingra,63,Female,Ballari
VIC01451,Aahana Edwin,44,Female,Tumakuru
VIC01452,Qasim Chander,42,Female,Chikkamagaluru
VIC01453,Ryan Verma,53,Male,Belagavi
VIC01454,Jagvi Ravel,39,Female,Belagavi
VIC01455,Waida Raj,70,Female,Mysuru
VIC01456,Bimala Tara,47,Female,Mangaluru
VIC01457,Reva Sampath,52,Male,Vijayapura
VIC01458,Lohit Kant,42,Female,Kalaburagi
VIC01459,Hitesh Koshy,20,Male,Vijayapura
VIC01460,Avi Dhingra,49,Female,Bengaluru Rural
VIC01461,Krishna Seshadri,31,Female,Hubballi-Dharwad
VIC01462,Tejas Manda,36,Female,Shivamogga
VIC01463,Netra Khanna,61,Female,Bengaluru Urban
VIC01464,Mekhala Sabharwal,27,Male,Ballari
VIC01465,Nandini Kala,40,Female,Kalaburagi
VIC01466,Yuvraj Gole,66,Male,Hassan
VIC01467,Isaac Ramanathan,36,Female,Mangaluru
VIC01468,Mugdha Chopra,42,Male,Kalaburagi
VIC01469,Tanish Boase,56,Male,Bengaluru Rural
VIC01470,Isaiah Chander,43,Male,Mangaluru
VIC01471,Finn Borra,25,Female,Mysuru
VIC01472,Jeremiah Sandal,73,Male,Hassan
VIC01473,Sai Deshpande,67,Female,Tumakuru
VIC01474,Chaitaly Bhatia,44,Female,Hassan
VIC01475,Chasmum Khanna,31,Female,Chikkamagaluru
VIC01476,Deepa Bala,56,Female,Belagavi
VIC01477,Riya Dani,67,Female,Vijayapura
VIC01478,Champak Pandey,24,Female,Tumakuru
VIC01479,Neha Subramaniam,52,Female,Mangaluru
VIC01480,Aahana Trivedi,72,Female,Shivamogga
VIC01481,Vrishti Mody,66,Female,Hubballi-Dharwad
VIC01482,Praneel Atwal,70,Female,Mysuru
VIC01483,Omkaar Saxena,73,Male,Kalaburagi
VIC01484,Gautam Konda,36,Male,Tumakuru
VIC01485,Divya Dua,71,Female,Hassan
VIC01486,Dhruv Kant,47,Male,Vijayapura
VIC01487,Ganga Kanda,24,Female,Ballari
VIC01488,Radha Mutti,59,Female,Kalaburagi
VIC01489,Advik Anne,44,Male,Vijayapura
VIC01490,Dalaja Dutt,19,Male,Mysuru
VIC01491,Anthony Kota,57,Male,Ballari
VIC01492,Falan Varkey,54,Female,Bengaluru Urban
VIC01493,Jack Varma,38,Male,Mysuru
VIC01494,Pallavi Dhillon,54,Female,Vijayapura
VIC01495,Gopal Murty,23,Female,Bengaluru Urban
VIC01496,Charan Chaudhary,65,Female,Tumakuru
VIC01497,Gunbir Dhaliwal,50,Male,Udupi
VIC01498,Gaurangi Rastogi,28,Female,Belagavi
VIC01499,Mitesh Nanda,64,Male,Mysuru
VIC01500,Widisha Bumb,48,Male,Belagavi
VIC01501,Anjali Kadakia,26,Female,Bengaluru Rural
VIC01502,Charles Acharya,75,Male,Mangaluru
VIC01503,Vivaan Kanda,54,Female,Shivamogga
VIC01504,Mitali Chaudry,33,Female,Mangaluru
VIC01505,Upasna Zachariah,68,Male,Shivamogga
VIC01506,Vamakshi Toor,50,Male,Hassan
VIC01507,Harish Tandon,56,Female,Udupi
VIC01508,Nidhi Kata,28,Male,Shivamogga
VIC01509,Maya Krishnamurthy,64,Male,Bengaluru Urban
VIC01510,Aarna Sehgal,65,Male,Vijayapura
VIC01511,Upasna Nagarajan,61,Female,Udupi
VIC01512,Chasmum Patel,51,Female,Udupi
VIC01513,Yatin Zachariah,42,Male,Hassan
VIC01514,Tanay Shetty,44,Female,Chikkamagaluru
VIC01515,Charles Parekh,63,Male,Davanagere
VIC01516,Inaya Pathak,67,Male,Shivamogga
